rank,content_item_id,published_date,title,quality_score,final_score,org_boost,quality_model,notable_organisations,all_resolved_organisations,canonical_url,pdf_organisations,organisations,organisation_status
199,194091,2026-09-14,When the World Lies: Backdoor Attacks on Latent World Models for Downstream Control,8.6,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.15781,IKERLAN Technology Research Centre; Radboud University; University of Bergen; University of Zagreb,IKERLAN Technology Research Centre; Radboud University; University of Bergen; University of Zagreb,paper_pdf
200,98037,2026-09-07,Amortized Inference for Correlated Discrete Choice Models via Equivariant Neural Networks,8.6,7.9,0.000,openai/gpt-5.6-sol,,Johns Hopkins University,https://arxiv.org/abs/2603.24705,,Johns Hopkins University,database_resolved
201,134856,2026-09-09,LightNav-0: Eliciting VLM Spatial Intelligence for Generalist Embodied Navigation,8.6,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.30935,,Not disclosed / unresolved,not_disclosed_or_unresolved
202,136850,2026-09-01,"Zeta-Lite: A Concurrent, Branchable In-Browser SQL Database for Agentic Memory",8.6,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.01818,,Not disclosed / unresolved,not_disclosed_or_unresolved
203,187849,2026-09-10,Privacy Auditing with Zero (0) Training Run,8.6,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2605.14591,EPFL; Inria; Inserm; University of Montpellier,EPFL; Inria; Inserm; University of Montpellier,paper_pdf
204,188252,2026-09-10,Thinking with Looped Flows,8.6,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.11801,AITHYRA; Carnegie Mellon University; EPFL; KAIST; TU Wien; University of Amsterdam; University of Oxford,AITHYRA; Carnegie Mellon University; EPFL; KAIST; TU Wien; University of Amsterdam; University of Oxford,paper_pdf
205,195300,2026-09-15,OPEN-1B: A Fully Auditable Training Run,8.6,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.17380,Gensyn,Gensyn,paper_pdf
206,200273,2026-09-21,Highly-Efficient Differentiable Simulation for Robotics,8.6,7.9,0.115,openai/gpt-5.6-terra,,Département d'Informatique; Institut national de recherche en sciences et technologies du numérique; École Normale Supérieure - PSL,https://arxiv.org/abs/2409.07107,,Département d'Informatique; Institut national de recherche en sciences et technologies du numérique; École Normale Supérieure - PSL,database_resolved
207,3783,2026-09-15,"CausalSmith: A Formally Grounded, Self-Improving Agentic Framework for Automated Research in Causal Inference",8.6,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2607.22511,,Not disclosed / unresolved,not_disclosed_or_unresolved
208,184942,2026-09-07,Detect Anything in Graphic Design: Element-Level Rewards for Autoregressive Detection,8.6,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.07072,"BNRist, Tsinghua University; Canva Research","BNRist, Tsinghua University; Canva Research",paper_pdf
209,195298,2026-09-15,XPACE: Joint World and Action Modeling from Heterogeneous Experience,8.6,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.17372,XPENG Robotics,XPENG Robotics,paper_pdf
210,70006,2026-09-07,PMCTS: Principled Parallelized Inference Time Scaling with Particle Monte Carlo Tree Search,8.6,7.7,0.135,openai/gpt-5.6-sol,,Eindhoven University of Technology; ETH Zurich,https://arxiv.org/abs/2605.08982,,Eindhoven University of Technology; ETH Zurich,database_resolved
211,138410,2026-09-03,Puffin-World: Scaling a Unified Multimodal Model with Native 3D World States,8.6,7.5,0.096,openai/gpt-5.6-sol,,Beijing Jiaotong University; Nanyang Technological University; University of Michigan,https://arxiv.org/abs/2609.04196,,Beijing Jiaotong University; Nanyang Technological University; University of Michigan,database_resolved
212,138310,2026-09-03,Interface-Induced Trajectory Censoring,8.5,8.4,0.128,openai/gpt-5.6-sol,,City University of Hong Kong,https://arxiv.org/abs/2609.03966,,City University of Hong Kong,database_resolved
213,199869,2026-09-20,Runtime Authorization Consistency Checking for MCP-based Agentic Workflows,8.5,8.4,0.255,openai/gpt-5.6-terra,Tsinghua University,Chinese Academy of Sciences; Institute of Computing Technology; Tsinghua University; University of Chinese Academy of Sciences,https://arxiv.org/abs/2609.23498,,Chinese Academy of Sciences; Institute of Computing Technology; Tsinghua University; University of Chinese Academy of Sciences,database_resolved
214,46428,2026-09-04,RL-VLA$^3$: A Flexible and Asynchronous Reinforcement Learning Framework for VLA Training,8.5,8.3,0.191,openai/gpt-5.6-sol,Tsinghua University,Peking University; Tsinghua University,https://arxiv.org/abs/2602.05765,,Peking University; Tsinghua University,database_resolved
215,95185,2026-09-02,Enabling KV Caching of Shared Prefix for Diffusion Language Models,8.5,8.3,0.096,openai/gpt-5.6-sol,,Korea University,https://arxiv.org/abs/2606.07571,,Korea University,database_resolved
216,102008,2026-09-03,"Ask Twice, Look Twice: Prompt Echoing Resolves the Question-First Paradox in Vision-Language Models",8.5,8.3,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2607.15565,,Carnegie Mellon University,database_resolved
217,134230,2026-09-12,When Variance Is Not an Error Map: Calibrated Uncertainty for Radiative Gaussian Splatting in Sparse-View CT,8.5,8.3,0.096,openai/gpt-5.6-sol,,Central South University,https://arxiv.org/abs/2607.13682,,Central South University,database_resolved
218,138035,2026-09-03,"It's the Problem, Not the Path: Budget and Difficulty Confounds in LLM Reasoning Trajectories",8.5,8.3,0.095,openai/gpt-5.6-sol,,Johannes Kepler University of Linz,https://arxiv.org/abs/2609.03436,,Johannes Kepler University of Linz,database_resolved
219,138252,2026-09-03,"Flip, Don't Shuffle: Watermarking LLMs at the Speed of Inference",8.5,8.3,0.096,openai/gpt-5.6-sol,,European Commission,https://arxiv.org/abs/2609.03844,,European Commission,database_resolved
220,142565,2026-09-02,Corporate-Family Resolution Is Not a String-Matching Problem: A Public Benchmark Stratified by Name Visibility,8.5,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04269,Independent Researcher,Independent Researcher,paper_pdf
221,186639,2026-09-09,Unleashing Infinite Motion: Scaling Expressive Quadrupedal Motion via Generative Video Priors,8.5,8.3,0.096,openai/gpt-5.6-sol,,Alibaba Group (China),https://arxiv.org/abs/2606.28237,,Alibaba Group (China),database_resolved
222,188265,2026-09-10,"Target leakage, not model class, explains reported accuracy in survey-based cardiovascular screening: a leakage-tiered audit of glass-box and tabular foundation models",8.5,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.11838,Abu Dhabi University; Cleveland Clinic Hospital Abu Dhabi; German University of Digital Science; XU Exponential University of Applied Sciences; Zayed University,Abu Dhabi University; Cleveland Clinic Hospital Abu Dhabi; German University of Digital Science; XU Exponential University of Applied Sciences; Zayed University,paper_pdf
223,191388,2026-09-11,DeepStack: Facilitating Co-Design Exploration of 3D DRAM-Stacked Accelerators for Distributed LLM Inference,8.5,8.3,0.096,openai/gpt-5.6-sol,,Peking University,https://arxiv.org/abs/2604.04750,,Peking University,database_resolved
224,193052,2026-09-13,Proxy Policy Steering,8.5,8.3,0.096,openai/gpt-5.6-sol,,Cornell University,https://arxiv.org/abs/2609.09148,,Cornell University,database_resolved
225,195340,2026-09-15,"Decomposition Buys Integrity, Not Yield",8.5,8.3,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.17464,,Not disclosed / unresolved,not_disclosed_or_unresolved
226,156,2026-09-11,Multi-Source Wasserstein Distributionally Robust Graph Learning,8.5,8.2,0.096,openai/gpt-5.6-sol,,Sichuan University,https://arxiv.org/abs/2608.19914,,Sichuan University,database_resolved
227,46629,2026-09-10,Active noise cancellation on open-ear smart glasses,8.5,8.2,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University; Zhejiang University,https://arxiv.org/abs/2604.05519,,Carnegie Mellon University; Zhejiang University,database_resolved
228,136174,2026-09-01,Where the Verifier Fails: A Category-Level Audit of Reward Signals in RLVR,8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.01354,Independent Researcher,Independent Researcher,paper_pdf
229,142710,2026-09-03,A Sim-to-Real Study of Surface-Code Decoder Benchmarking,8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04557,Columbia University; Purdue University,Columbia University; Purdue University,paper_pdf
230,142798,2026-09-04,"Same Request, Different Answer: Quantization Amplifies Cache-Induced Divergence in LLM Serving",8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04748,Independent Researcher,Independent Researcher,paper_pdf
231,184685,2026-09-06,Diffuse2Seg: Diffusion Models Can Segment Anything Without Supervision,8.5,8.2,0.135,openai/gpt-5.6-sol,,Institute of Mathematics and Informatics; Technische Universität Berlin,https://arxiv.org/abs/2609.06491,,Institute of Mathematics and Informatics; Technische Universität Berlin,database_resolved
232,185082,2026-09-07,BlueprintAgent: Constraint-Triggered Targeted Revisits for Simulation-Ready Generation from Scanned Structural Blueprints,8.5,8.2,0.191,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University,https://arxiv.org/abs/2609.07362,,Tsinghua University,database_resolved
233,187070,2026-09-09,RoboDrop: Curating VLA Post-Training Data via Local Gradient Compatibility,8.5,8.2,0.191,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University,https://arxiv.org/abs/2609.10021,,Tsinghua University,database_resolved
234,191984,2026-09-11,"An LLM-Agnostic, MAVLink-Based Drone Command and Control Interface and Agentic Harness Using the Model Context Protocol",8.5,8.2,0.000,openai/gpt-5.6-sol,,"University of California, Irvine",https://arxiv.org/abs/2601.15486,,"University of California, Irvine",database_resolved
235,192367,2026-09-11,Mind the Gap: Detecting Description-Execution Mismatch Attacks in DAO Governance,8.5,8.2,0.135,openai/gpt-5.6-sol,,The University of Sydney; University of Minnesota; Xidian University,https://arxiv.org/abs/2609.13601,,The University of Sydney; University of Minnesota; Xidian University,database_resolved
236,193484,2026-09-13,Fabrication After Tool Failure: Tool-Augmented Agents Assert Values Their Tools Did Not Return,8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14758,Apta AI; Haileybury Astana; Spark AI Research; The Shishukunj International School; UWCSEA East Campus,Apta AI; Haileybury Astana; Spark AI Research; The Shishukunj International School; UWCSEA East Campus,paper_pdf
237,193772,2026-09-14,When Agents Slow Down: Understanding LLM Agents' Test-Time Strategies via Elo-per-token Analysis,8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.15309,Bespoke Labs; Princeton University; UC Berkeley; University of Washington,Bespoke Labs; Princeton University; UC Berkeley; University of Washington,paper_pdf
238,194497,2026-09-12,Nonsmooth Optimization via Orthogonalized Momentum,8.5,8.2,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.13677,Columbia University; The University of Hong Kong,Columbia University; The University of Hong Kong,paper_pdf
239,195015,2026-09-15,Verbalizing Subliminal Learning Effects Using Text Optimization,8.5,8.2,0.191,openai/gpt-5.6-sol,Stanford University,Stanford University,https://arxiv.org/abs/2609.16927,,Stanford University,database_resolved
240,197286,2026-09-17,The Output-Space Hypothesis: Enumerative Equivalence Checking for Tensor Programs,8.5,8.2,0.128,openai/gpt-5.6-terra,,University of Pennsylvania,https://arxiv.org/abs/2609.19611,,University of Pennsylvania,database_resolved
241,1721,2026-09-11,Can AI Agents Simulate A/B Test Outcomes? A Validation Framework for Agentic Experimentation,8.5,8.1,0.000,openai/gpt-5.6-sol,Amazon,Amazon,https://arxiv.org/abs/2608.02345,,Amazon,database_resolved
242,49510,2026-09-08,Attention-Weighted Value Projection for KV-Cache Compression,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2604.11501,fraQtl AI Research,fraQtl AI Research,paper_pdf
243,59137,2026-09-09,"Symmetry, Defects, and Diffusion in Continuous-memory Recurrent Networks",8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2605.03338,,Not disclosed / unresolved,not_disclosed_or_unresolved
244,81912,2026-09-03,Repetition Mismatch: Why Data Mixture Experiments Don't Scale and How to Fix Them,8.5,8.1,0.000,openai/gpt-5.6-sol,Cohere,Cohere,https://arxiv.org/abs/2606.07597,,Cohere,database_resolved
245,135196,2026-09-01,Advantage Weighted Matching: Aligning RL with Pretraining in Diffusion Models,8.5,8.1,0.191,openai/gpt-5.6-sol,Massachusetts Institute of Technology,Massachusetts Institute of Technology; University of Chinese Academy of Sciences,https://arxiv.org/abs/2509.25050,,Massachusetts Institute of Technology; University of Chinese Academy of Sciences,database_resolved
246,135798,2026-09-01,REVISE: Validity-Guided Recovery for Online Revisions in Agent Workflows,8.5,8.1,0.000,openai/gpt-5.6-sol,,Shanghai Jiao Tong University,https://arxiv.org/abs/2609.00643,,Shanghai Jiao Tong University,database_resolved
247,135814,2026-09-01,Separating perception from reasoning in vision-language models: a model-free render ceiling for crystal structures,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.00663,Ankara University; Hamad Bin Khalifa University; Kurban Intelligence Lab; Texas A&M University; Texas A&M University at Qatar,Ankara University; Hamad Bin Khalifa University; Kurban Intelligence Lab; Texas A&M University; Texas A&M University at Qatar,paper_pdf
248,143078,2026-09-04,How to Speculate about Uncertainty in Agentic Coding? A Draft-Model Gate Method,8.5,8.1,0.096,openai/gpt-5.6-sol,,Tel Aviv University,https://arxiv.org/abs/2609.05274,,Tel Aviv University,database_resolved
249,170846,2026-09-15,FlexiSLM: A Spoken Language Model with Dynamic and Controllable Frame Rates,8.5,8.1,0.096,openai/gpt-5.6-sol,,Chinese University of Hong Kong,https://arxiv.org/abs/2606.31247,,Chinese University of Hong Kong,database_resolved
250,184754,2026-09-06,VidaForge: Open Research Infrastructure for Video Pretraining Data Recipes,8.5,8.1,0.096,openai/gpt-5.6-sol,,Fudan University; Shanghai Jiao Tong University; Shanghai University,https://arxiv.org/abs/2609.06652,,Fudan University; Shanghai Jiao Tong University; Shanghai University,database_resolved
251,185114,2026-09-07,"AFID: A Unified Open Framework for Automated Fingermark Identification, Quality Assessment and Feature Extraction",8.5,8.1,0.000,openai/gpt-5.6-sol,,University of Ljubljana,https://arxiv.org/abs/2609.07439,,University of Ljubljana,database_resolved
252,186944,2026-09-09,Proof-Carrying Cognition: Closing the Verification Gap with Reality-Settled Reward,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09776,Intuit India; Testsigma; University of San Diego,Intuit India; Testsigma; University of San Diego,paper_pdf
253,187565,2026-09-09,Detectable Only Where It Is Confounded: What Verified Duplication Counts Say About Membership Evidence in Language Models,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.10830,The University of Texas at Dallas,The University of Texas at Dallas,paper_pdf
254,191806,2026-09-11,Scaling Clinical Judgment to Evaluate Medical AI,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.12822,Beth Israel Deaconess Medical Center; Brigham and Women’s Hospital; Erasmus Medical Center; Harvard Medical School; Massachusetts General Hospital; MIT; Stanford University; University of Alberta; University of Maryland Institute for Health Computing; University of Maryland School of Medicine; VA Maryland Healthcare System,Beth Israel Deaconess Medical Center; Brigham and Women’s Hospital; Erasmus Medical Center; Harvard Medical School; Massachusetts General Hospital; MIT; Stanford University; University of Alberta; University of Maryland Institute for Health Computing; University of Maryland School of Medicine; VA Maryland Healthcare System,paper_pdf
255,192298,2026-09-11,BadEngram: Backdoor Attack on Gated Memory Components in LLMs,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.13478,Fujitsu Research of Europe; Pillar Security,Fujitsu Research of Europe; Pillar Security,paper_pdf
256,193091,2026-09-14,K-Bench: A Benchmark for LLM Unlearning in Agentic Deployments,8.5,8.1,0.096,openai/gpt-5.6-sol,,University of Technology Sydney,https://arxiv.org/abs/2609.12808,,University of Technology Sydney,database_resolved
257,193630,2026-09-14,Overflip: Repetition-Induced Label Flips in Guardrail Models,8.5,8.1,0.096,openai/gpt-5.6-sol,,George Mason University; Virginia Tech,https://arxiv.org/abs/2609.15013,,George Mason University; Virginia Tech,database_resolved
258,194037,2026-09-14,CiteShade: Citation Laundering in Multi-Source Retrieval-Augmented Generation and Its Counterfactual Defense,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.15660,City University of Hong Kong,City University of Hong Kong,paper_pdf
259,194919,2026-09-15,TAME: Token Attribution and Masking for Emergent misalignment,8.5,8.1,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.16754,"Qatar Computing Research Institute; University of California, Riverside","Qatar Computing Research Institute; University of California, Riverside",paper_pdf
260,196679,2026-09-16,Taming the Agentic RAN: Stability-Guaranteed Arbitration of Autonomous AI Agents in O-RAN,8.5,8.1,0.113,openai/gpt-5.6-terra,,Worcester Polytechnic Institute,https://arxiv.org/abs/2609.18857,,Worcester Polytechnic Institute,database_resolved
261,71819,2026-09-15,"Neural Stochastic Differential Equations on Compact State Spaces: Theory, Methods, and Application to Suicide Risk Modeling",8.5,8.0,0.096,openai/gpt-5.6-sol,,Harvard University; Wellesley College,https://arxiv.org/abs/2508.17090,,Harvard University; Wellesley College,database_resolved
262,112543,2026-09-06,An AI4AI Framework for Visual Token Pruning,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.07193,Hong Kong University of Science and Technology; Ningbo University of Technology; North China University of Technology; Xiaomi Inc.; Xi’an Jiaotong University; Zhongguancun Academy,Hong Kong University of Science and Technology; Ningbo University of Technology; North China University of Technology; Xiaomi Inc.; Xi’an Jiaotong University; Zhongguancun Academy,paper_pdf
263,128304,2026-09-02,Low Rank for Rank: Uncertainty-Aware Task-Specific LLM Ranking under Sparse Pairwise Comparisons,8.5,8.0,0.000,openai/gpt-5.6-sol,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://arxiv.org/abs/2605.29395,,Massachusetts Institute of Technology,database_resolved
264,136842,2026-09-04,SPD: Single Pass Decoding for Generative Reranking,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.01807,"Meta Platforms, Inc.","Meta Platforms, Inc.",paper_pdf
265,137012,2026-09-02,SoK: Where Do Flow Labels Come From? Auditing Label Provenance in Encrypted Traffic Benchmarks,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02140,,Not disclosed / unresolved,not_disclosed_or_unresolved
266,137538,2026-09-02,Modern Transformers Are Implicit Hybrids: From Functional Differentiation to Principled Hybrid Architecture Design,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02986,"Institute of Automation, Chinese Academy of Sciences","Institute of Automation, Chinese Academy of Sciences",paper_pdf
267,183667,2026-09-04,Agents Trust Tools Too Much: Measuring Reliance on Unreliable Tools,8.5,8.0,0.096,openai/gpt-5.6-sol,,Seoul National University,https://arxiv.org/abs/2609.05587,,Seoul National University,database_resolved
268,186020,2026-09-08,SequenceO1: End-to-End Ultra-Long (100K) Sequence Modeling in Recommendation with Low-Rank Caching,8.5,8.0,0.000,openai/gpt-5.6-sol,,ByteDance (China),https://arxiv.org/abs/2609.08443,,ByteDance (China),database_resolved
269,186292,2026-09-08,TANGO: Humanoid Navigation in Cluttered Environments with a Whole-Body Vision-Language-Action Model,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09158,"Peking University; Princeton University; The University of Hong Kong; Tsinghua University; University of California, Berkeley","Peking University; Princeton University; The University of Hong Kong; Tsinghua University; University of California, Berkeley",paper_pdf
270,186989,2026-09-09,When Does Low-Bit Quantization Preserve the Decisions of Vector Search?,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09854,Astrmira Tech,Astrmira Tech,paper_pdf
271,187627,2026-09-10,Fengshui: Demystifying Chiplet Ecosystem and Bespoke Neural Network Accelerator Codesign,8.5,8.0,0.000,openai/gpt-5.6-sol,,University of Michigan,https://arxiv.org/abs/2609.10970,,University of Michigan,database_resolved
272,191470,2026-09-11,Safety in Batches? Understanding and Mitigating Safety Failures in Batch Prompting,8.5,8.0,0.000,openai/gpt-5.6-sol,,Korea Advanced Institute of Science and Technology,https://arxiv.org/abs/2608.02681,,Korea Advanced Institute of Science and Technology,database_resolved
273,192333,2026-09-11,Dynamic HBM Repartitioning for Multi-Turn MoE Serving,8.5,8.0,0.000,openai/gpt-5.6-sol,,University of California San Diego,https://arxiv.org/abs/2609.13537,,University of California San Diego,database_resolved
274,193414,2026-09-13,"Know When to Stop, Where to Restart: Accelerating Multi-Turn Agentic On-Policy Distillation",8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14636,Ant Group; University of Science and Technology of China,Ant Group; University of Science and Technology of China,paper_pdf
275,193691,2026-09-14,HazardAuditor: From Executable Threats to Safer Computer-Use Agents,8.5,8.0,0.000,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University; Zhejiang University,https://arxiv.org/abs/2609.15134,,Tsinghua University; Zhejiang University,database_resolved
276,194108,2026-09-14,Sharp Rates and a One-Line Correction for Spectral Representation Learning,8.5,8.0,0.000,openai/gpt-5.6-sol,,University of Hong Kong,https://arxiv.org/abs/2609.15825,,University of Hong Kong,database_resolved
277,194172,2026-09-14,The Router Within: Eliciting Native Skill Routing from a Frozen LLM,8.5,8.0,0.000,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University,https://arxiv.org/abs/2609.15982,,Tsinghua University,database_resolved
278,194526,2026-09-15,KaiNinja: Extending Native 3D Generators to the Part Level,8.5,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.15659,"Alaya Lab; Institute of Science Tokyo; The University of Tokyo; University of California, Merced","Alaya Lab; Institute of Science Tokyo; The University of Tokyo; University of California, Merced",paper_pdf
279,199400,2026-09-20,Speed Kills: Exploring Confused Deputy Attacks Through Edge AI Accelerators,8.5,8.0,0.000,openai/gpt-5.6-terra,,,https://arxiv.org/abs/2605.17707,Purdue University,Purdue University,paper_pdf
280,15514,2026-09-06,From Human Labels to Literature: Semi-Supervised Learning of NMR Chemical Shifts at Scale,8.5,7.9,0.096,openai/gpt-5.6-sol,,Peking University,https://arxiv.org/abs/2601.18524,,Peking University,database_resolved
281,32443,2026-09-04,Achieving Olympiad-Level Geometry Large Language Model Agent via Complexity Boosting Reinforcement Learning,8.5,7.9,0.096,openai/gpt-5.6-sol,,Peking University; Shanghai Jiao Tong University,https://arxiv.org/abs/2512.10534,,Peking University; Shanghai Jiao Tong University,database_resolved
282,40374,2026-09-10,Domain Elastic Transform: Bayesian Function Registration for High-Dimensional Scientific Data,8.5,7.9,0.000,openai/gpt-5.6-sol,,Kanazawa University; Sapienza University of Rome,https://arxiv.org/abs/2603.21235,,Kanazawa University; Sapienza University of Rome,database_resolved
283,53108,2026-09-05,Behind Harmful Compliance: Behavioral and Mechanistic Divergence Across LLM Jailbreaks,8.5,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2604.18510,Indiana University Bloomington,Indiana University Bloomington,paper_pdf
284,117622,2026-09-08,HiPHI: A Large-Scale Benchmark for High-Precision Human Motion and Object-Interaction,8.5,7.9,0.191,openai/gpt-5.6-sol,Tsinghua University,National University of Singapore; Tsinghua University,https://arxiv.org/abs/2608.16222,,National University of Singapore; Tsinghua University,database_resolved
285,136797,2026-09-02,Exploring Collaboration between a language and a non-language agent,8.5,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.00474,Adobe Media and Data Science Research; IIIT-Delhi; IIT Kanpur; SUNY at Buffalo,Adobe Media and Data Science Research; IIIT-Delhi; IIT Kanpur; SUNY at Buffalo,paper_pdf
286,186281,2026-09-08,Co-Evolving Harnesses and Models: On-Policy Correction Helps Weaker Models Catch Up Where Imitation Fails,8.5,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09134,Salesforce AI,Salesforce AI,paper_pdf
287,74381,2026-09-14,HumanEgo: Zero-Shot Robot Learning from Minutes of Human Egocentric Videos,8.5,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2605.24934,University of Maryland,University of Maryland,paper_pdf
288,184472,2026-09-05,DriveZero: End-to-End Driving Beyond Human Demonstrations,8.5,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.06055,Xiaomi EV,Xiaomi EV,paper_pdf
289,185805,2026-09-07,Sharp Structure-Agnostic Minimax Risk for Partial Linear Models,8.5,7.8,0.000,openai/gpt-5.6-sol,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://arxiv.org/abs/2609.07997,,Massachusetts Institute of Technology,database_resolved
290,186213,2026-09-08,Prior-free relative 6D pose estimation of multiple object instances,8.5,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.08949,Fondazione Bruno Kessler; University of Trento,Fondazione Bruno Kessler; University of Trento,paper_pdf
291,137299,2026-09-02,Bilevel Coordinated Reflection: A Game-Theoretic Approach to Multi-Agent LLM Systems,8.5,7.7,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02750,Huawei; UCL Centre for Artificial Intelligence; University of Liverpool,Huawei; UCL Centre for Artificial Intelligence; University of Liverpool,paper_pdf
292,2183,2026-09-03,Safety Does Not Compose: Non-Decaying Loop State for Autonomous LLM Agents,8.5,7.6,0.096,openai/gpt-5.6-sol,,Fudan University; Nanyang Technological University; Peking University; University of Chinese Academy of Sciences,https://arxiv.org/abs/2608.27141,,Fudan University; Nanyang Technological University; Peking University; University of Chinese Academy of Sciences,database_resolved
293,91416,2026-09-14,Weave of Formal Thought,8.5,7.6,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2606.25987,,Not disclosed / unresolved,not_disclosed_or_unresolved
294,39096,2026-09-01,Uniform a priori bounds and error analysis for the Adam stochastic gradient descent optimization method,8.5,7.5,0.135,openai/gpt-5.6-sol,,University of Münster,https://arxiv.org/abs/2603.18899,,University of Münster,database_resolved
295,134489,2026-09-10,Motus2: A Self-Evolving General World Model for Dexterous Manipulation,8.5,6.8,0.000,openai/gpt-5.6-sol,Tsinghua University,Tsinghua University,https://arxiv.org/abs/2608.30237,,Tsinghua University,database_resolved
296,188304,2026-09-10,Data Scarcity and Model Sparsity: Mixtures-of-Experts Overfit More to Repeated Data,8.4,8.5,0.270,openai/gpt-5.6-sol,Stanford University,Stanford University; University of Washington,https://arxiv.org/abs/2609.11917,,Stanford University; University of Washington,database_resolved
297,96504,2026-09-13,Mecha-nudges for Machines,8.4,8.3,0.135,openai/gpt-5.6-sol,,University of Chicago,https://arxiv.org/abs/2603.23433,,University of Chicago,database_resolved
298,136165,2026-09-11,SMELT: Scaling Laws for Compute-Matched MoE Looped Transformers,8.4,8.3,0.191,openai/gpt-5.6-sol,Tsinghua University,ByteDance (China); Tsinghua University; University of Michigan,https://arxiv.org/abs/2609.01343,,ByteDance (China); Tsinghua University; University of Michigan,database_resolved
299,136778,2026-09-05,SHADOWBENCH: Toward Reliable Automatic Evaluation of Semantic Alignment in Autoformalization,8.4,8.3,0.270,openai/gpt-5.6-sol,Amazon,Amazon; Sejong University; Seoul National University,https://arxiv.org/abs/2608.29270,,Amazon; Sejong University; Seoul National University,database_resolved
300,137056,2026-09-02,Signal or Noise? Auditing Rotation-Induced Saliency Drift in Medical and Aerial Imaging,8.4,8.3,0.135,openai/gpt-5.6-sol,,Ontario Tech University,https://arxiv.org/abs/2609.02224,,Ontario Tech University,database_resolved
