row_no,paper_id,arxiv_id,arxiv_url,title,abstract,published_at,organisations,sample_stratum,h_ai_relevance,h_technical_significance,h_apparent_novelty,h_practical_applicability,h_professional_value,h_learning_value,h_evidence_strength,h_tech_relevance,h_product_relevance,h_final_score,h_domain,h_application_domain,h_newsletter_verdict,h_reject_reason,h_notes
163,199614,2609.22988,https://arxiv.org/abs/2609.22988,Rethinking Pivot Programming Languages in Code Language Models,"Multilingual code language models transfer skills across programming languages (PLs), but whether any PL occupies a privileged pivot position remains contested: geometric analyses point to C-family languages and Go, while behavioral evidence highlights Python. We revisit this question under controls for representational anisotropy and length variation across PLs, two confounds that compromise prior cosine-based analyses. Across three code models on multilingual competitive-programming data, we study three views of cross-PL organization: pairwise PL geometry, PL-English alignment, and pivoted retrieval through candidate PL representation spaces. The results are relation-dependent. Code-code geometry reveals structured language regions but no universal center; code-English alignment favors high-level scripting languages; and pivoted retrieval favors different intermediate spaces for code-to-code and English-to-code transfer. These findings suggest that Python's special role is better understood as English-facing affinity than as universal geometric centrality.",2026-09-19 00:00:00+00:00,Universität Ulm; University of Southern Denmark,score_strata,7,7,7.5,4,5,7.5,7,6,3.5,5.5,natural_language_processing,enterprise_workforce,reject,Limited near-term engineering or product decision value.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
164,199615,2609.22990,https://arxiv.org/abs/2609.22990,On attention heads and bilinear forms,We study the symmetric and antisymmetric parts of bilinear forms in the attention heads of trained large language models. We introduce an orthogonally invariant profile map from real bilinear forms to a three-dimensional simplex and observe that profiles of trained bilinear forms accumulate near profiles of rank-one bilinear forms. We prove that the symmetric part of a bilinear form in an attention head is the sum of a hyperbolic form and a zero form for a Zariski-dense subset of query-key matrices.,2026-09-19 00:00:00+00:00,,score_strata,7.5,7.5,7.5,2.5,3.5,6,7,5,2,4,theory_foundations,scientific_research,reject,Primarily theoretical; limited near-term TECH/PRODUCT action.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
165,199649,2609.23055,https://arxiv.org/abs/2609.23055,Optimizers for Diffusion Models: A Controlled Benchmark,"Discrete diffusion models now match autoregressive language models on several benchmarks, while the question of how best to train them has received far less attention: the optimizer is inherited from one paper to the next and never compared. New optimizers, meanwhile, are validated almost exclusively on autoregressive pretraining, a different objective on a different loss surface. We present a controlled optimizer benchmark across four diffusion formulations, to our knowledge the first for discrete diffusion: seven optimizers (AdamW, Lion, Muon, SOAP, MARS, MARS-M, Schedule-Free) on masked diffusion (text8), uniform diffusion (QM9, and LM1B through the Gaussian duality) and Gaussian diffusion on images (CelebA-64), each on a task with published reference values. Every optimizer receives the same search protocol, and every winner is retrained at the full budget with three seeds. AdamW is a strong default but not always the right choice: it is beaten by a resolved margin on two of the four tasks, and the winner changes with the formulation, so the optimizer deserves the same care as the rest of the training recipe. Notably, methods validated on autoregressive language model pretraining transfer well: Muon, MARS-M and SOAP each beat the tuned AdamW on at least one diffusion formulation. The benchmark, all runs and every figure are reproducible end to end from the released code at https://github.com/armanbolatov/diffusion-baselines.",2026-09-19 00:00:00+00:00,King Abdullah University of Science and Technology; Mohamed bin Zayed University of Artificial Intelligence,score_strata,8,8,7,8.5,8.5,8,9,9.5,6,8.5,evaluation_benchmarking,general_method,shortlist,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: We present a controlled optimizer benchmark across four diffusion formulations, to our knowledge the first f…"
166,199756,2609.23269,https://arxiv.org/abs/2609.23269,Latent Telepathy: Multi-Robot Communication with Self-Supervised Perceptual Latents,"In a decentralized multi-robot team under partial observability, the fact that decides a robot's next action is often visible only to a teammate. Existing decentralized methods communicate kinematic information, such as position or planned trajectory, which cannot convey what the teammate perceives. Learned communication in multi-agent reinforcement learning (MARL) can carry perceptual content, but the resulting messages are task-coupled and opaque. We propose Latent Telepathy. Each robot broadcasts the perceptual latent vector it already computes for its own use, the output of an encoder trained with a self-supervised joint-embedding predictive objective, frozen, and shared across the team. A teammate learns to act on it from task reward alone. Because the encoder already runs for perception, the message costs no additional computation and a single compact vector of bandwidth. Because the encoder is frozen before any policy is trained, the message means the same thing to every robot, and the receiving robot is never told what it means. We evaluate Latent Telepathy with a content-controlled protocol in which bandwidth, latency, topology and receiver are held fixed and only the message content varies. Broadcasting the latent lets a navigator avoid an occluded hazard in 99.7% of episodes, matching a noiseless hand-designed message. Position and trajectory messages remain at chance, and the raw camera image, 186 times wider, is less reliable than the compressed latent. The result holds from a discrete gridworld to rendered pixels under continuous velocity control, and the encoder decodes the hazard from a physical robot's camera in 102 of 102 live decisions. We also identify a requirement for porting MARL communication results to continuous control, that the decision a message informs must remain reachable by exploration, and show how to restore it.",2026-09-20 00:00:00+00:00,Columbia University; Massachusetts Institute of Technology,score_strata,8,7,7,6.5,6.5,7,7,6,4,6,reinforcement_learning,autonomous_systems,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
167,199846,2609.23450,https://arxiv.org/abs/2609.23450,Rule-Constrained Assignment for Cue-Ball Identification in Broadcast Snooker,"Accurate cue-ball identification is essential for metric analysis of broadcast snooker. Existing systems evaluate each candidate independently against a fixed white prototype and reject candidates above an appearance threshold. Under broadcast conditions, illumination changes can make colored balls appear white, while intrusions from players and equipment can obscure the cue ball or introduce competing candidates. We formulate cue-ball identification as a rule-constrained assignment problem that jointly assigns detected candidates to the bounded snooker inventory: one cue ball, up to 15 reds, and six colors with known spots. The cue ball is selected by the incremental cost of assigning each candidate to the white slot, and the conventional appearance test follows as the one-slot case. On 419 hand-annotated shots, our method improves identity accuracy from 88.1% to 95.5%, and from 80.5% to 95.2% on held-out venues. Within CueLift, our metric state-recovery system, the assignment expands coverage from 36.2% to 55.4% over 6,241 scorable shots. Assigning an estimate to every shot in a separate evaluation on 2,529 shots preserves this advantage.",2026-09-20 00:00:00+00:00,,score_strata,5,5.5,6,5,5,5.5,8,4,3,4.5,computer_vision,general_method,reject,Limited near-term engineering or product decision value.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported evidence: We formulate cue-ball identification as a rule-constrained assignment problem that jointly assigns detected…
168,199921,2609.23600,https://arxiv.org/abs/2609.23600,PETR: Prompt Ensembling with Training-free Routing for Vision-Language Models,"Prompt learning efficiently adapts vision-language models (VLMs) to downstream tasks, but gains on seen classes often come at the expense of generalization to unseen classes. To address this limitation, we propose prompt ensembling with training-free routing (PETR), whose key innovation is a carefully designed dual-prompt architecture: two complementary prompts are learned from different data and objectives to emphasize seen class discrimination and unseen-class generalization, respectively. During training, both prompts are fine-tuned using a shared frozen CLIP backbone, and statistical information is collected from the training set logits. At inference time, we determine the similarity of each test sample to seen data, and route the sample to the most appropriate prompt branch. To the best of our knowledge, this is the first prompt tuning framework that performs training-free adaptive routing based on statistical similarity. This design provides an interpretable routing signal and avoids common MoE-style routing pathologies, such as router training instability and load imbalance. Extensive experiments on 11 benchmark datasets demonstrate that our framework consistently outperforms previous methods on both seen and unseen classes, achieving new state-of-the-art results.",2026-09-20 00:00:00+00:00,Beijing University of Posts and Telecommunications; Chinese Academy of Sciences; Institute of Automation; University of Chinese Academy of Sciences,score_strata,8,7,6.5,7.5,7.5,7,7.5,7.5,6,7,multimodal_learning,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
169,199965,2609.23716,https://arxiv.org/abs/2609.23716,STEVE: Stabilizing Textual Gradient-Based Prompt Optimization via Error-Driven Refinement and Regularized Verification,"Textual-gradient methods automate prompt optimization through natural-language feedback, but their iterative updates can be unstable. We identify two sources of this instability: noisy gradients produced from already-correct examples and over-specialization to hard cases that degrades performance on simpler inputs. We introduce STEVE, a stabilization framework with two coupled mechanisms. Error-Driven Refinement generates gradients only from incorrectly handled examples, concentrating updates on informative failures. Regularized Verification treats every update as provisional and accepts it only when improvement on hard cases does not cause unacceptable regression on a preservation set. Across ten reasoning benchmarks, three evaluator/optimizer models, and established prompt-optimization baselines, STEVE reduces degradation and produces more robust prompts. Additional evaluations with gpt-5.4-mini/gpt-5.4 on symbolic reasoning, GSM8K-Platinum, and DS-1000 show that these gains persist with newer models and larger test sets. STEVE therefore provides a practical way to improve the stability and effectiveness of textual-gradient prompt optimization.",2026-09-20 00:00:00+00:00,Google DeepMind; University of Illinois Urbana-Champaign,score_strata,8,8,7.5,8.5,9,8,8,9.5,8.5,9,natural_language_processing,enterprise_workforce,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: Additional evaluations with gpt-5.4-mini/gpt-5.4 on symbolic reasoning, GSM8K-Platinum, and DS-1000 show tha…"
170,200054,2609.23900,https://arxiv.org/abs/2609.23900,GDN Tree-Scan: Served Tree Verification for Recurrent-Hybrid Language Models,"Tree speculative decoding verifies multiple candidate continuations in one target forward pass. For attention-only transformers, the verifier mainly needs an ancestry mask. Recurrent-hybrid language models break this assumption: a candidate row must also carry the recurrent state that native sequential decode would have produced along its root-to-node path. Otherwise, a verifier can use a correct attention mask while still conditioning on an impossible recurrent history. We present GDN Tree-Scan, a served verifier for Gated-DeltaNet hybrid language models integrated into vLLM. The system combines FlashAttention-2 tree-bias attention, branch-local GDN scan/replay, device-side multidraft commitment, and accepted-chain-only state publication. On the public Qwen3.6-27B-FP8 checkpoint, in a clean batch-one (B=1) SWE/Codex decode gate at temperature 0.6, a six-node root-branch tree increases committed tokens/event by 17.2% at near-native verify-forward time and reaches 23.88 token-weighted decode tokens/s versus 18.80 for native five-step MTP (E5), a 27.0% token-weighted decode-throughput gain. The per-request-equal latency view is +4.0%, and end-to-end task wall time remains prefill-heavy. Empirical equivalence evidence is scoped to recurrent-oracle probability-rescore (p-rescore) closure within the observed native flip floor, not a full distribution-distance proof.",2026-09-20 00:00:00+00:00,,score_strata,8,7.5,7.5,6.5,6.5,7.5,7.5,8,3.5,7,efficient_inference,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
171,200083,2609.23951,https://arxiv.org/abs/2609.23951,HaikuS2S: A Cascaded System For Responding In Verse,"Expressive speech synthesis has advanced through prosody modeling, yet generating structured poetic speech, such as haiku, remains challenging. Prior work on prosody transfer improves expressiveness, and fine-tuned poetry TTS (text-to-speech) systems capture verse intonation. However, these models do not model haiku's 5-7-5 syllable structure or line-ending pauses. We present a cascaded system, HaikuS2S, combining ASR (automatic speech recognition), LLM (large language model)-generated haiku, and TTS fine-tuning on both prose and custom haiku datasets. Our evaluation focuses on emotion similarity, speech quality, and prosody alignment. In our experiments, we see that our prosody and tonal alignment improve significantly with our fine-tuned systems, particularly the one trained on both general poetry and haiku. We also see that we maintain similar emotion similarity scores across all systems.",2026-09-20 00:00:00+00:00,Carnegie Mellon University,score_strata,6.5,5.5,5.5,4.5,4.5,5.5,6,4,4.5,4.5,speech_audio,general_method,reject,Insufficient evidence or practical decision value in supplied abstract.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
172,200135,2609.24061,https://arxiv.org/abs/2609.24061,MECT: Mixture of Experts with CNN-Transformer Network for Speaker verification,"In this paper, we propose MECT, a speaker verification model that integrates the Mixture-of-Experts (MoE) mechanism into a CNN-Transformer backbone with optimized block structure and stacking scheme. Specifically, we investigated four MoE variants that span utterance-level and frame-level granularity with dense and sparse routing strategies. The MoE mechanism proves to be effective over the baseline without MoE with only a small increase in parameters. We further scale MECT to a series of model sizes, all maintaining compact parameters and low computational complexity. In particular, MECT-B2 achieves state-of-the-art performance on VoxCeleb1 and delivers strong results on CN-Celeb, demonstrating its effectiveness across diverse datasets. In addition, we establish a streaming inference paradigm through causal retraining, which maintains strong performance at a chunk size of 100ms.",2026-09-21 00:00:00+00:00,Ant Group (China),score_strata,6.5,6,6,5.5,6,6,6.5,5,4,5.5,speech_audio,cybersecurity,reject,Insufficient evidence or practical decision value in supplied abstract.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
173,200198,2609.24163,https://arxiv.org/abs/2609.24163,"Listen, Critique, and Refine: RL-Based Self-Refinement for Instruction-Following Speech Synthesis","Large Audio Language Models (LALMs) can follow diverse instructions to synthesize speech in specified styles. However, complex instructions that require simultaneous control over pitch dynamics, speaking rate, and emotional tone often exceed what a single-pass generation can faithfully realize. While recent reasoning models have shown that intermediate ""thinking"" tokens improve output quality, this paradigm has been confined to the text modality. In this work, we extend reasoning to the audio token space by training a LALM with reinforcement learning to reason over its own speech output. The model first generates a draft speech as a form of audio-token reasoning, critiques its own generation by reflecting on the acoustic realization in text, and then produces a refined version conditioned on both the first-pass speech and the critique, all within a single model. After RL training, the refined two-hop outputs achieve a relative improvement of 7.15\% on the InstructTTSEval benchmark, demonstrating the model's reflective ability.",2026-09-21 00:00:00+00:00,National Taiwan University,score_strata,8.5,7,6.5,7,7,7,7.5,6,6.5,7,speech_audio,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
174,200201,2609.24170,https://arxiv.org/abs/2609.24170,An Unexpected Robot Policy: Early Evaluations of GPT-6 Astra on RoboDojo and Beyond,"Embodied AI systems are often organized into System 1 and System 2. System 1 is typically a pretrained policy that generates actions at high frequency, whereas System 2 is often instantiated as a vision-enabled language model for high-level planning. We ask whether a large language model (LLM) can act as the policy for robot manipulation without task-specific finetuning. We call this setting LLM as policy. We evaluate three LLMs on all 42 RoboDojo tasks and compare their scores with 40 public policies. Astra and GPT-5.5 use the official 50-episode-per-task protocol; DeepSeek-Flash uses 10 episodes per task. GPT-6 Astra achieves 22.48% average success rate and 28.97 Score over 2,100 trials, ranking above every public entry. Yet GPT-5.5 and DeepSeek-Flash reach only 0.88% and 1.92% average success rate with the same post-processing. We find that Astra exhibits a sharply polarized capability profile. It generalizes well to tasks that require semantic understanding but not high-precision control. In contrast, it performs poorly on tasks that require precision, dynamic control, or complex bimanual coordination. In-context experiments show no aggregate benefit from one-shot demonstrations, while selected interaction traces show within-episode corrections under perturbations. Overall, the evaluated LLMs vary substantially in manipulation performance. Astra stands out and provides initial evidence for the potential of a general-purpose manipulation model, although reliable precision and dynamic control remain limitations in the evaluated setting.",2026-09-21 00:00:00+00:00,Massachusetts Institute of Technology; Peking University; Princeton University; Tsinghua University; University of Hong Kong,score_strata,8,7.5,7,7,7,7,6.5,6.5,5,7,robotics_embodied,manufacturing,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported support or external transfer needs closer full-text review.
175,200475,2609.24411,https://arxiv.org/abs/2609.24411,Zeva-Ego: Egocentric Mid-Training with In-Context Causal Learning for Robot Manipulation,"Egocentric video offers a scalable source of physical interaction experience, yet translating it into robot-executable knowledge and enabling continual adaptation remain challenging. We introduce Zeva-Ego, a unified framework that learns physical priors from human experience and evolves through robot interaction. An Action-Centric Encoder (ACE) converts egocentric visual transitions into action-centered supervision for VLA mid-training, while In-Context Causal Learning (ICCL) enables parameter-free adaptation from action-effect feedback at deployment. Scaling Ego data to 10K hours improves RoboTwin success from 63.8% to 75.3%, matching 2K hours of robot demonstrations (74.7%), corresponding to an empirical data ratio of roughly 4-5:1. With accumulated interaction experience, ICCL further improves success from 58% to 89% within four attempts without parameter updates. These results demonstrate a scalable path toward embodied intelligence that learns from human experience and continuously improves through its own interaction.",2026-09-21 00:00:00+00:00,Tsinghua University,score_strata,8,8,7.5,6.5,6.5,7,7,7,4,6.5,robotics_embodied,manufacturing,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
176,200552,2609.24565,https://arxiv.org/abs/2609.24565,Active Visual Sampling with a Connectome-Constrained Fly Model for One-Shot Hatch Recognition in Architectural Drawings,"Architectural drawings encode material classes through repeated hatch patterns. We test whether a connectome-constrained fly visual network, pretrained for motion, can be repurposed without task-specific weight updates as a descriptor for one-shot hatch matching. Each 64 x 64 patch is translated over eight scan trajectories and summarized across 57 cell types; query descriptors are then matched to one legend strip per class. On 400 development sheets from a synthetic benchmark built on CubiCasa5K geometry, the frozen fly pipeline reaches 0.857 area-weighted accuracy and 0.910 with an extended legend. On an equal-brightness orientation condition it reaches 0.840 versus 0.299 for eleven pixel statistics, while a Gabor bank reaches 0.900. Replacing drift with a repeated still frame lowers the combined equal-condition score by 0.089 [0.066, 0.112]. However, a receptors-only descriptor reaches 0.891 and a task-trained 5,888-parameter CNN averages 0.959, so the current evidence supports transfer and the usefulness of active sampling, but not an advantage of the biological wiring. We separate project-recorded results from recomputed checks and report a small real-drawing audit. The supported claim is therefore narrow: motion-oriented biological vision can be repurposed as a useful texture representation for architectural hatch matching, while the topology contribution and end-to-end BIM utility remain open questions.",2026-09-21 00:00:00+00:00,,score_strata,6,6,7,5.5,5.5,6,6,5,3.5,5.5,computer_vision,manufacturing,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
177,200586,2609.24635,https://arxiv.org/abs/2609.24635,"Written as a Record, Read as an Address: What a Forward Pass Leaves in an Operation's KV Cache","When a language model reads an operation such as ""Swap the contents of Box F and Box B"", its forward pass writes keys and values for those tokens into the KV cache. Prior work on entity tracking establishes what models use: bindings are resolved at query time rather than stored as explicit latent state. We ask what they write at the operation span and how it is accessed. We split a forward pass into a frozen writer and a reader: the writer's cache is recomputed without gradients, while the reader sees only the instruction and operation tokens, with all state descriptions hidden, and is trained in isolation. Anything the reader recovers was therefore already present in the unmodified cache. On a synthetic boxes task, a base reader recovers $\leq 0.06$ of queried bindings against $0.75$--$1.00$ after training, and recoverability tracks the operation's read/write footprint. We find two modes of access. Across Llama-3.1-8B and Mistral-7B, operation-span transplants causally redirect which visible state is read even when the two worlds hold identical values, revealing a routing record. Isolation training preserves routing and adds direct access to the payload, the value the operation read, from the single operand-name token in a narrow mid-depth band (layers 12--15 of 32 in Llama-3.1-8B, 14--17 in Mistral-7B) --- the same site that holds the routing record. The same recipe extends to further operations, ToMi and GSM8K, but is bounded by training coverage and costs open-book accuracy. Operation tokens thus leave localized, causally recoverable records that support both routing and direct payload access, though the model that writes them reads mainly the address they carry and not the value.",2026-09-21 00:00:00+00:00,Lamarr Institute for Machine Learning and Artificial Intelligence; University of Bonn,score_strata,9,7,7,3,4,6.5,7.5,6,2.5,4.5,interpretability,scientific_research,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
178,200596,2609.24657,https://arxiv.org/abs/2609.24657,Circuit Hypernetworks for Quantum-Augmented Diffusion Language Models,"Language models can be adapted by changing the computations applied to individual tokens. Quantum circuits offer one such approach, but evaluating wider circuits inside a large model can be computationally demanding. Here we introduce HyperQ, which adds token-conditioned quantum residual branches to a frozen masked-diffusion language model. A quantum residual branch is a module in each transformer block that reads a token's hidden state, emits the coordinates of that token's circuit, executes it, and adds the measured values back through a residual connection. The backbone remains frozen, and only the added branches are trained. Within each branch, a lightweight circuit hypernetwork emits token-specific rotation angles, coupling strengths, and measurement axes in a shared sparse circuit structure. The required expectation values have an exact classical expression whose evaluation cost grows linearly with the qubit count, enabling circuits from 16 to 64 qubits to be trained within a 1.1-billion-parameter backbone. Across downstream benchmarks, increasing circuit width raises the average score from 47.65 to 54.30. At 64 qubits, HyperQ exceeds the backbone and its low-rank-adapted counterpart by 4.71 and 3.67 points, respectively. HyperQ is fine-tuned on 20,000 prompt-response pairs, compared with 200,000 for the classical baselines. These findings support token-conditioned circuit emission as a tractable architectural approach to quantum-augmented language modelling.",2026-09-21 00:00:00+00:00,McGill University; Mila - Quebec Artificial Intelligence Institute; Université de Montréal,score_strata,8,6,7.5,2,3,5.5,5.5,5,2,3.5,generative_models,scientific_research,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
179,200714,2609.24896,https://arxiv.org/abs/2609.24896,Steerable and Reactive Grasping Through Modular Design with a Three-Point Interface,"Dexterous grasping requires deciding where to grasp, reaching the target, and maintaining stable contact. We connect these stages through a compact three-point interface that separates global geometric reasoning from local contact control. Given object geometry and optional language commands, our framework samples contact triples from a precomputed grasp-affordance heatmap. A model-based reactive controller tracks the object, avoids collisions, and guides the hand toward the selected contacts. In the final centimeters, a Reinforcement Learning (RL) policy uses proprioceptive feedback to refine and stabilize the grasp despite reaching and perception errors. It observes only finger joint states and its recent actions, with no target points, visual observations, or object geometry, so a single policy is shared across objects and grasp configurations. In simulation, we compare grasp-and-lift success against squeeze and end-to-end baselines, characterize reaching convergence, and demonstrate grasp steering; hardware demonstrations on two training objects and one unseen object illustrate the full pipeline. Our modular framework uses geometry to guide the reach and local feedback to secure the grasp.",2026-09-21 00:00:00+00:00,Massachusetts Institute of Technology; University of Michigan; Yonsei University,score_strata,6.5,6.5,6,5.5,5.5,6.5,6,5,3.5,5.5,robotics_embodied,manufacturing,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
180,200727,2609.24929,https://arxiv.org/abs/2609.24929,Conformalized Quantile Regression and Minimax Limits of Fixed-Score Calibration under Known Covariate Shift,"In this paper, we study nonasymptotic $L^p$ error bounds for interval length and conditional coverage in split conformalized quantile regression (CQR). Our bounds rely on local regularity conditions and accuracy guarantees for the estimated quantiles. We further instantiate our bounds for quantile regression with sparse ReLU neural networks. We also consider covariate shift, where the calibration and test covariates have different distributions, and derive nonasymptotic bounds for this setting. We obtain matching minimax upper and lower bounds in expectation for two constructed fixed-score calibration benchmarks under known covariate shift. The bounds match for every $p\in[1,\infty]$ in the scalar problem and for finite $p$ in the $K$-threshold problem; for the latter, a high-probability minimax lower bound holds for every $p\in[1,\infty]$.",2026-09-21 00:00:00+00:00,,score_strata,7.5,7.5,7.5,3.5,4,6.5,8,5,3,5,theory_foundations,general_method,reject,Primarily theoretical; limited near-term TECH/PRODUCT action.,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported evidence: The bounds match for every $p\in[1,\infty]$ in the scalar problem and for finite $p$ in the $K$-threshold pr…"
181,196256,2609.17965,https://arxiv.org/abs/2609.17965,Measuring AI Leadership: Development and Validation of a Multidimensional Measure for AI-Native Organizations,"AI is changing what leaders must judge, explain, learn, and coordinate, yet existing measures do not capture these behaviors at the level needed to study leadership in AI-enabled work. We develop the AI Leadership Battery, which organizes 36 behaviorally specific subdimensions into 11 theory-specified content families. Following established scale-development procedures, the research used deductive item generation; content validation of definitional correspondence and definitional distinctiveness; exploratory factor analysis and item reduction; confirmatory factor analysis in independent samples; and tests of internal consistency reliability, convergent validity, discriminant validity, and criterion-related and incremental validity. Across the development and validation studies, the analyses provided evidence for the Battery's content, multidimensional structure, reliability, and distinction from selected orbiting constructs. The Battery also contributed additional information beyond orbiting constructs across organizational growth, decision speed, customer/stakeholder response capability, AI-enabled team performance, AI-enabled work experience, AI security and risk management, and AI adoption and integration. The resulting measure provides researchers with a behavioral framework for examining how leaders in AI-enabled work regulate judgment, learning, adaptation, transparency, and accountability.",2026-09-16 00:00:00+00:00,,screen_failed,2.5,7,7,9,9,8.5,7.5,6,10,8.5,evaluation_benchmarking,enterprise_workforce,shortlist,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Claims and comparisons require full-text verification.
182,196310,2609.18073,https://arxiv.org/abs/2609.18073,Characterizing Refraction-Induced Ranging Bias in Underwater Collaborative Localization,"This work studies how refraction-induced bias on acoustic ranging affects multi-agent collaborative localization in a range of oceanographic conditions and spatial scales. While multi-agent range-aided navigation, which uses range measurements to either fixed infrastructure or other agents, is a promising solution to the challenges of large-scale underwater localization, its accuracy depends strongly on the quality of range measurements. Sound speed variability induces refraction (bending) of acoustic rays, yet, for algorithmic tractability, standard sensor fusion pipelines assume straight-line propagation. This refraction systematically biases range measurements to be longer than the straight-line assumption predicts. However, the effects of this bias on multi-agent collaborative localization on kilometer scales remains unexplored. We present a series of simulated experiments with several agents operating over kilometer scales. The simulation uses HYCOM reanalysis data to recreate realistic oceanographic conditions, ray tracing to generate refraction-informed ranges, and a centralized multi-agent factor graph estimator to quantify the resulting measurement bias on estimated trajectories. Preliminary results indicate that refraction-induced bias can induce significant degradation of estimated trajectories, particularly in regions with sharp sound-speed gradients. We also share the simulation environment to support further studies https://github.com/UMich-RobotExploration/manta-ray.",2026-09-16 00:00:00+00:00,,screen_failed,4,7,6.5,5,5,6,7,5,3,5,robotics_embodied,autonomous_systems,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Claims and comparisons require full-text verification.
183,196315,2609.18082,https://arxiv.org/abs/2609.18082,PESTO: Formally Correct Registration of LiDAR Point Clouds with Limited Overlap,"In this paper we tackle the problem of aligning LiDAR point clouds also known as the point cloud registration problem. We propose a new algorithm, PESTO, that exploits tetrahedra as ""universal features"" for LiDAR data, i.e., features that are agnostic to the environment where the LiDAR sensors are deployed. We show empirically that PESTO is competitive with existing solutions for aligning LiDAR point clouds, especially in environments with occlusions. Moreover, we establish PESTO's formal correctness by proving worst-case bounds on the alignment error.",2026-09-16 00:00:00+00:00,,screen_failed,4.5,7.5,7.5,7,6.5,6.5,8,6,3,6,computer_vision,autonomous_systems,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
184,196387,2609.18223,https://arxiv.org/abs/2609.18223,ABM-SIRTEM: A Hybrid Agent-Based and Epidemiological Model for Pandemic Response,"The COVID-19 pandemic has had profound impacts on global health, social structures, and economies. It disproportionately affected lower socioeconomic groups and those reliant on interaction-based jobs. Regulatory bodies faced the challenge of designing policies that preserve public health while limiting disruption to economic stability and productivity. Epidemiological models such as SIR and agent-based models (ABMs) have been used to study disease dynamics and the socioeconomic impacts of disease and interventions. Population-level models often simplify individual heterogeneity, while detailed ABMs can become computationally expensive as the numbers of agents and interactions increase. We propose ABM-SIRTEM, a hybrid model that incorporates occupation categories, economic productivity, and welfare at the individual level while dynamically modeling compliance with government interventions. We calibrate the model against historical positive and negative test counts from four U.S. states and examine the resulting compliance dynamics. This framework provides a basis for studying the interaction between disease spread and socioeconomic behavior in pandemic-response planning.",2026-09-16 00:00:00+00:00,,screen_failed,4.5,6.5,6,5.5,6,6.5,6.5,5,6,5.5,generative_models,healthcare_life_sciences,reject,Specialized setting; limited transfer to general TECH/PRODUCT readers.,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Low near-term newsletter actionability for target readers. Reported support or external transfer needs closer full-text review.
